run_ix,iter,time_taken
0,0,0.005166053771972656
0,1,0.004616975784301758
0,2,0.004981517791748047
0,3,0.005060911178588867
0,4,0.004999876022338867
0,5,0.004955768585205078
0,6,0.00565791130065918
0,7,0.004777431488037109
0,8,0.005653858184814453
0,9,0.005392789840698242
0,10,25.998584985733032
0,11,26.080373764038086
0,12,26.28024911880493
0,13,25.929326057434082
0,14,26.27401375770569
0,15,26.188774347305298
0,16,26.406298398971558
0,17,26.57853627204895
0,18,26.754382371902466
0,19,26.984660148620605
0,20,26.860416412353516
0,21,26.82475709915161
0,22,27.240508556365967
0,23,27.071587085723877
0,24,28.425234079360962
0,25,28.765717267990112
0,26,29.04991602897644
0,27,28.90234899520874
0,28,29.00190544128418
0,29,29.406525373458862
0,30,29.547251224517822
0,31,29.866581439971924
0,32,30.09570622444153
0,33,30.29969835281372
0,34,30.2178852558136
0,35,30.282140970230103
0,36,30.65236496925354
0,37,30.810218811035156
0,38,30.739381790161133
0,39,31.044516563415527
0,40,31.212053775787354
0,41,31.51220726966858
0,42,31.56888747215271
0,43,31.822162628173828
0,44,31.982697248458862
0,45,32.53800964355469
0,46,32.34271788597107
0,47,32.619324684143066
0,48,32.772085189819336
0,49,32.900009632110596
0,50,33.16973853111267
0,51,33.380417585372925
0,52,33.19022846221924
0,53,34.016096353530884
0,54,33.8137481212616
0,55,34.185840368270874
0,56,34.71075129508972
0,57,34.5546977519989
0,58,34.7684280872345
0,59,35.06823205947876
0,60,35.55491518974304
0,61,35.57181406021118
0,62,35.79356908798218
0,63,36.35376715660095
0,64,36.269203901290894
0,65,36.180553913116455
0,66,36.72076082229614
0,67,36.82714247703552
0,68,37.279152154922485
0,69,37.05780744552612
0,70,37.421419620513916
0,71,37.68396353721619
0,72,38.276044607162476
0,73,38.45061182975769
0,74,38.16774582862854
0,75,38.45676016807556
0,76,39.05547738075256
0,77,39.05223894119263
0,78,39.06912612915039
0,79,39.60923504829407
0,80,39.8396053314209
0,81,39.898274660110474
0,82,40.338871240615845
0,83,40.411734104156494
0,84,40.660621881484985
0,85,41.05483317375183
0,86,41.604127168655396
0,87,41.43301820755005
0,88,41.51858949661255
0,89,42.49008750915527
0,90,42.79403495788574
0,91,43.015299558639526
0,92,43.081968545913696
0,93,43.77043437957764
0,94,43.01733422279358
0,95,44.47268295288086
0,96,44.47013282775879
0,97,44.88116908073425
0,98,45.152618408203125
0,99,45.47503876686096
0,100,45.64394950866699
0,101,45.80759930610657
0,102,46.25551176071167
0,103,46.470914363861084
0,104,46.610689878463745
0,105,47.001065254211426
0,106,47.26839470863342
0,107,47.216875076293945
0,108,47.705546855926514
0,109,47.594576358795166
0,110,48.266613483428955
0,111,48.56440806388855
0,112,48.6810417175293
0,113,48.93421125411987
0,114,49.06418704986572
0,115,49.49454140663147
0,116,50.17811870574951
0,117,49.99600672721863
0,118,50.5203013420105
0,119,50.53819513320923
0,120,51.15731763839722
0,121,51.284879207611084
0,122,51.32835626602173
0,123,51.70597839355469
0,124,52.36070203781128
0,125,52.875401973724365
0,126,52.88288474082947
0,127,52.92538595199585
0,128,53.38621497154236
0,129,53.565645694732666
0,130,53.86216640472412
0,131,54.17273426055908
0,132,54.35396885871887
0,133,54.78841042518616
0,134,55.301634073257446
0,135,55.25583076477051
0,136,55.7750678062439
0,137,55.647316217422485
0,138,56.665802240371704
0,139,56.60160040855408
0,140,57.08914613723755
0,141,57.465874910354614
0,142,57.804388761520386
0,143,57.61594820022583
0,144,58.28800988197327
1,0,0.004259586334228516
1,1,0.0049266815185546875
1,2,0.005006074905395508
1,3,0.004942178726196289
1,4,0.005459308624267578
1,5,0.004453182220458984
1,6,0.005652427673339844
1,7,0.004655361175537109
1,8,0.005211830139160156
1,9,0.005037784576416016
1,10,26.0207998752594
1,11,25.944931030273438
1,12,26.042150259017944
1,13,26.196197986602783
1,14,26.177552938461304
1,15,26.320748805999756
1,16,26.498318672180176
1,17,26.777267932891846
1,18,26.682247161865234
1,19,27.06157112121582
1,20,27.004178524017334
1,21,26.897871255874634
1,22,27.299041032791138
1,23,27.114601612091064
1,24,28.699946641921997
1,25,28.868104219436646
1,26,28.995774507522583
1,27,29.056655168533325
1,28,29.459057331085205
1,29,29.52896499633789
1,30,29.57921051979065
1,31,29.91892170906067
1,32,29.944838523864746
1,33,30.03772497177124
1,34,30.27785897254944
1,35,30.546809911727905
1,36,30.514766454696655
1,37,31.063655614852905
1,38,31.05864715576172
1,39,31.258594036102295
1,40,31.551411867141724
1,41,31.74899125099182
1,42,31.864615440368652
1,43,32.32401180267334
1,44,32.007434129714966
1,45,32.32708764076233
1,46,32.60417985916138
1,47,32.867154598236084
1,48,33.05820369720459
1,49,33.13952946662903
1,50,33.22626256942749
1,51,33.638240575790405
1,52,33.47933578491211
1,53,33.79128670692444
1,54,34.07279133796692
1,55,34.67966628074646
1,56,34.67021155357361
1,57,35.6351203918457
1,58,35.16749119758606
1,59,35.545719146728516
1,60,35.58636236190796
1,61,36.08807587623596
1,62,35.9179208278656
1,63,36.247530698776245
1,64,36.76267600059509
1,65,36.872116804122925
1,66,36.92048788070679
1,67,37.37560415267944
1,68,37.584370374679565
1,69,37.61791396141052
1,70,37.78338289260864
1,71,37.95172119140625
1,72,38.93575954437256
1,73,38.565242528915405
1,74,38.75076675415039
1,75,39.05307579040527
1,76,39.03764629364014
1,77,39.47934556007385
1,78,40.027440786361694
1,79,39.62071967124939
1,80,40.08446550369263
1,81,40.75277543067932
1,82,40.541558027267456
1,83,40.98524856567383
1,84,41.428361892700195
1,85,41.213364362716675
1,86,41.45492362976074
1,87,42.10234260559082
1,88,41.948689460754395
1,89,42.41716241836548
1,90,42.836294651031494
1,91,42.887338638305664
1,92,43.09131145477295
1,93,43.93037390708923
1,94,43.67294692993164
1,95,44.28283882141113
1,96,44.9442036151886
1,97,44.51970720291138
1,98,44.40964722633362
1,99,45.18030095100403
1,100,45.60055160522461
1,101,45.731626749038696
1,102,45.84043073654175
1,103,46.09226393699646
1,104,46.32273888587952
1,105,46.721747398376465
1,106,47.21587014198303
1,107,47.2462317943573
1,108,47.58096671104431
1,109,47.79889726638794
1,110,48.01590657234192
1,111,48.3358952999115
1,112,48.91116380691528
1,113,49.156315088272095
1,114,49.41744303703308
1,115,49.55127739906311
1,116,49.964784145355225
1,117,50.12319612503052
1,118,50.58110189437866
1,119,50.58409857749939
1,120,51.53156757354736
1,121,51.39382314682007
1,122,51.50120449066162
1,123,52.015779972076416
1,124,52.16934609413147
1,125,52.212912797927856
1,126,52.899298667907715
1,127,52.846224546432495
1,128,53.41174030303955
1,129,53.870304346084595
1,130,53.77464747428894
1,131,54.01186800003052
1,132,54.16848278045654
1,133,54.93651580810547
1,134,55.32961988449097
1,135,55.52722096443176
1,136,55.82238006591797
1,137,55.86618757247925
1,138,56.50472617149353
1,139,56.576868534088135
1,140,56.406973123550415
1,141,57.01113224029541
1,142,57.41290235519409
1,143,57.97544002532959
1,144,58.78856325149536
1,145,58.68207359313965
1,146,59.472571849823
1,147,59.46978569030762
1,148,59.4532208442688
1,149,60.18758010864258
1,150,60.548391580581665
1,151,60.226216554641724
1,152,60.89861273765564
1,153,61.19118571281433
1,154,61.40412259101868
1,155,61.594104528427124
1,156,62.20026683807373
1,157,62.590043783187866
1,158,62.698482036590576
1,159,63.32013773918152
1,160,63.495399713516235
1,161,63.95385694503784
1,162,64.19636392593384
1,163,65.0117712020874
1,164,65.26448965072632
1,165,65.52498412132263
1,166,66.01721596717834
1,167,65.771559715271
1,168,66.47738480567932
1,169,66.78438687324524
1,170,67.62105703353882
1,171,67.4438169002533
1,172,67.95076251029968
1,173,67.76367783546448
1,174,68.50822949409485
1,175,68.73144197463989
1,176,68.89196038246155
1,177,69.62100720405579
1,178,69.76927137374878
1,179,70.13087964057922
1,180,70.59319233894348
1,181,71.0843997001648
1,182,71.56681871414185
1,183,71.70497179031372
1,184,72.349933385849
1,185,72.60214567184448
1,186,72.55982255935669
1,187,72.89502573013306
1,188,73.64712023735046
1,189,73.63125419616699
1,190,74.64397430419922
1,191,74.64338779449463
1,192,75.61072492599487
1,193,75.18288350105286
1,194,76.36642479896545
1,195,75.5032684803009
1,196,76.417720079422
1,197,77.13325428962708
1,198,77.54527139663696
1,199,77.55608654022217
1,200,78.2888662815094
1,201,78.28541874885559
1,202,79.25044798851013
1,203,79.25500798225403
1,204,79.87213587760925
1,205,80.18730068206787
1,206,81.12657642364502
1,207,80.50803112983704
1,208,81.2316882610321
1,209,82.0098614692688
1,210,82.42456889152527
1,211,82.06316781044006
1,212,83.56571006774902
1,213,83.95415544509888
1,214,83.85652709007263
1,215,83.78759121894836
1,216,84.35661458969116
1,217,85.40797591209412
1,218,85.26658320426941
1,219,85.89016509056091
1,220,86.41657567024231
1,220,86.75550079345703
1,220,86.96746945381165
1,220,86.85181641578674
1,220,85.8180730342865
1,220,86.31470894813538
1,220,86.01555228233337
1,220,86.47148752212524
1,220,86.30982756614685
1,220,86.62879633903503
1,220,86.67014932632446
1,220,86.28328251838684
1,220,86.4953510761261
1,220,86.31613230705261
1,220,86.86499428749084
1,220,87.41456770896912
1,220,86.3861403465271
1,220,86.86579966545105
1,220,86.94287729263306
1,220,86.08393573760986
1,220,86.03690648078918
1,220,86.23291754722595
1,220,85.82887721061707
1,220,86.77316379547119
1,220,85.83003830909729
1,220,86.94085240364075
1,220,86.78450107574463
1,220,86.35379648208618
1,220,86.49332594871521
1,220,86.49784874916077
1,220,86.60894727706909
1,220,86.40318465232849
1,220,86.8626799583435
1,220,86.84877800941467
1,220,86.29948544502258
1,220,86.72259736061096
1,220,86.0047869682312
1,220,86.85278582572937
1,220,86.04410028457642
1,220,86.50299596786499
1,220,86.442458152771
1,220,86.09726738929749
1,220,86.45384478569031
1,220,85.97130417823792
1,220,86.08296585083008
1,220,85.94925737380981
1,220,86.17384481430054
1,220,86.2802484035492
1,220,86.63407039642334
1,220,86.78098845481873
1,220,86.7672483921051
1,220,86.6545798778534
1,220,86.5935127735138
1,220,86.07336258888245
1,220,86.36089491844177
1,220,85.94116806983948
1,220,85.88679051399231
1,220,86.26791644096375
1,220,85.93904376029968
1,220,86.2920172214508
1,220,86.31690788269043
1,220,86.40832948684692
1,220,86.00093197822571
1,220,86.14532208442688
1,220,86.2312400341034
1,220,86.29603052139282
1,220,86.44566464424133
1,220,87.28113293647766
1,220,86.75815463066101
1,220,86.62145733833313
1,220,86.40128064155579
1,220,86.7563989162445
1,220,86.19546961784363
1,220,86.38154721260071
1,220,86.6974081993103
1,220,86.253835439682
1,220,86.47129559516907
1,220,85.93727827072144
1,220,86.37458968162537
1,220,85.61261105537415
1,220,85.67598462104797
1,220,86.070481300354
1,220,86.32908463478088
1,220,86.61796164512634
1,220,86.04030513763428
1,220,85.49529814720154
1,220,86.48946142196655
1,220,85.60878229141235
1,220,86.4045341014862
1,220,85.92457294464111
1,220,86.26788139343262
1,220,86.46081280708313
1,220,86.31123161315918
1,220,86.52342748641968
1,220,86.09993553161621
1,220,85.83081889152527
1,220,86.6349024772644
1,220,86.11284494400024
1,220,86.20690894126892
1,220,86.33934569358826
1,220,86.54196882247925
1,220,86.34987902641296
1,220,86.42602586746216
1,220,86.24657201766968
1,220,86.19264721870422
1,220,86.44486403465271
1,220,86.4465970993042
1,220,86.4296522140503
1,220,86.36668705940247
1,220,86.30258131027222
1,220,86.67400884628296
1,220,86.46578192710876
1,220,86.81462407112122
1,220,86.52978610992432
1,220,86.0090639591217
1,220,86.03904032707214
1,220,86.3868408203125
1,220,86.32553029060364
1,220,85.80766868591309
1,220,86.08118391036987
1,220,86.30225038528442
1,220,86.09633016586304
1,220,85.48864555358887
1,220,86.35515904426575
1,220,86.86066484451294
1,220,86.6008882522583
1,220,86.54124426841736
1,220,86.37606573104858
1,220,86.08869624137878
1,220,86.51000595092773
1,220,86.86391544342041
1,220,86.51542782783508
1,220,86.91806316375732
1,220,86.30853652954102
1,220,86.38872814178467
1,220,86.911057472229
1,220,85.76097750663757
1,220,86.3975887298584
1,220,85.91981935501099
1,220,87.53698825836182
